filename,width,height,class,xmin,ymin,xmax,ymax
3352.jpg,1280,720,B,679,135,886,247
1393.jpg,1280,720,A,839,254,1036,497
5260.jpg,1280,720,C,167,378,490,565
3735.jpg,1280,720,B,753,179,988,324
5918.jpg,1280,720,C,215,103,417,354
2207.jpg,1280,720,B,846,351,1087,522
1818.jpg,1280,720,A,373,390,627,558
2245.jpg,1280,720,B,175,281,361,441
4214.jpg,1280,720,C,576,100,1085,234
3075.jpg,1280,720,B,353,437,653,578
4793.jpg,1280,720,C,152,21,355,367
783.jpg,1280,720,A,210,222,451,423
2768.jpg,1280,720,B,605,113,825,228
5902.jpg,1280,720,C,196,510,667,622
2028.jpg,1280,720,B,55,123,408,282
1223.jpg,1280,720,A,260,321,463,556
1520.jpg,1280,720,A,742,410,971,589
1161.jpg,1280,720,A,446,98,847,206
4006.jpg,1280,720,C,741,220,1064,474
784.jpg,1280,720,A,292,114,566,277
4978.jpg,1280,720,C,189,305,438,606
23.jpg,1280,720,A,437,118,839,238
2318.jpg,1280,720,B,239,405,434,524
2406.jpg,1280,720,B,189,338,368,469
885.jpg,1280,720,A,326,407,660,576
5868.jpg,1280,720,C,837,305,1098,501
3429.jpg,1280,720,B,609,518,906,631
3366.jpg,1280,720,B,608,505,877,620
6088.jpg,1280,720,C,591,420,1202,629
3756.jpg,1280,720,B,865,305,1054,471
5096.jpg,1280,720,C,171,403,520,577
246.jpg,1280,720,A,782,322,1038,499
5780.jpg,1280,720,C,646,86,1130,218
1096.jpg,1280,720,A,287,221,540,410
477.jpg,1280,720,A,224,158,601,283
5937.jpg,1280,720,C,813,342,1084,634
5668.jpg,1280,720,C,165,102,285,491
3847.jpg,1280,720,C,406,477,862,640
4314.jpg,1280,720,C,818,69,1029,336
6038.jpg,1280,720,C,279,521,741,646
6016.jpg,1280,720,C,452,464,724,601
4061.jpg,1280,720,C,526,75,970,292
512.jpg,1280,720,A,244,168,591,305
1367.jpg,1280,720,A,249,135,734,235
3425.jpg,1280,720,B,291,440,520,572
5684.jpg,1280,720,C,673,74,1168,265
827.jpg,1280,720,A,325,365,540,578
3740.jpg,1280,720,B,734,415,971,559
6045.jpg,1280,720,C,137,216,434,499
3508.jpg,1280,720,B,735,97,951,192
3367.jpg,1280,720,B,772,129,978,233
4189.jpg,1280,720,C,885,257,1158,551
2544.jpg,1280,720,B,825,380,948,548
2055.jpg,1280,720,B,154,304,328,445
4602.jpg,1280,720,C,640,74,947,252
5932.jpg,1280,720,C,158,438,517,582
1397.jpg,1280,720,A,362,354,609,539
4066.jpg,1280,720,C,154,219,435,514
4858.jpg,1280,720,C,163,485,603,595
106.jpg,1280,720,A,277,501,719,598
3729.jpg,1280,720,B,710,144,991,286
4711.jpg,1280,720,C,269,322,355,653
88.jpg,1280,720,A,246,412,525,533
758.jpg,1280,720,A,247,245,465,452
4824.jpg,1280,720,C,927,28,1166,434
2781.jpg,1280,720,B,399,497,636,613
2666.jpg,1280,720,B,231,324,461,512
3477.jpg,1280,720,B,403,499,678,615
5268.jpg,1280,720,C,814,93,1175,494
4329.jpg,1280,720,C,887,298,1144,602
2676.jpg,1280,720,B,899,285,1098,413
2186.jpg,1280,720,B,223,264,401,438
5968.jpg,1280,720,C,230,391,723,673
1681.jpg,1280,720,A,791,402,1044,604
1069.jpg,1280,720,A,691,446,936,582
3616.jpg,1280,720,B,601,481,874,610
2285.jpg,1280,720,B,195,321,410,458
2524.jpg,1280,720,B,907,389,1105,543
5375.jpg,1280,720,C,254,59,672,311
531.jpg,1280,720,A,740,411,975,586
2750.jpg,1280,720,B,126,325,329,501
3543.jpg,1280,720,B,271,417,546,561
1191.jpg,1280,720,A,343,288,516,545
1915.jpg,1280,720,B,177,335,415,511
5258.jpg,1280,720,C,319,384,709,636
3859.jpg,1280,720,C,753,354,1082,609
2269.jpg,1280,720,B,253,460,498,595
1830.jpg,1280,720,A,727,166,1019,397
4187.jpg,1280,720,C,165,112,357,387
6125.jpg,1280,720,C,601,44,1069,341
4853.jpg,1280,720,C,758,157,1047,446
2874.jpg,1280,720,B,232,318,449,497
738.jpg,1280,720,A,356,435,750,578
473.jpg,1280,720,A,464,490,831,593
1460.jpg,1280,720,A,706,140,1040,249
5693.jpg,1280,720,C,703,409,1166,591
1803.jpg,1280,720,A,207,315,454,517
4304.jpg,1280,720,C,168,292,392,663
3794.jpg,1280,720,C,102,320,496,548
4860.jpg,1280,720,C,123,155,517,368
4587.jpg,1280,720,C,719,23,982,326
3992.jpg,1280,720,C,108,23,444,463
920.jpg,1280,720,A,248,103,555,295
3959.jpg,1280,720,C,164,368,503,559
501.jpg,1280,720,A,305,510,787,592
4497.jpg,1280,720,C,183,211,479,454
4462.jpg,1280,720,C,850,372,1103,508
1828.jpg,1280,720,A,736,360,1033,544
994.jpg,1280,720,A,865,141,1096,409
2803.jpg,1280,720,B,777,112,984,210
1188.jpg,1280,720,A,495,471,817,587
4365.jpg,1280,720,C,655,110,1133,258
166.jpg,1280,720,A,777,425,996,590
2626.jpg,1280,720,B,707,464,957,589
2924.jpg,1280,720,B,718,439,962,581
4989.jpg,1280,720,C,317,427,556,658
4138.jpg,1280,720,C,598,89,1177,284
3291.jpg,1280,720,B,272,146,444,249
1025.jpg,1280,720,A,875,242,1066,507
2156.jpg,1280,720,B,633,148,910,282
2905.jpg,1280,720,B,324,429,602,572
30.jpg,1280,720,A,284,186,639,321
1785.jpg,1280,720,A,227,348,471,515
568.jpg,1280,720,A,270,172,628,301
4473.jpg,1280,720,C,440,83,864,276
524.jpg,1280,720,A,703,432,949,584
2619.jpg,1280,720,B,318,420,505,533
376.jpg,1280,720,A,329,221,551,425
5648.jpg,1280,720,C,123,282,417,517
691.jpg,1280,720,A,302,270,420,564
3896.jpg,1280,720,C,381,440,644,626
788.jpg,1280,720,A,521,460,915,597
3311.jpg,1280,720,B,384,423,587,528
2198.jpg,1280,720,B,807,396,1042,543
1133.jpg,1280,720,A,469,512,843,635
2250.jpg,1280,720,B,847,224,1071,412
1678.jpg,1280,720,A,898,266,1052,524
2480.jpg,1280,720,B,301,435,559,563
5151.jpg,1280,720,C,702,83,990,277
2487.jpg,1280,720,B,767,447,981,559
1739.jpg,1280,720,A,916,282,1055,569
64.jpg,1280,720,A,881,333,1050,563
4104.jpg,1280,720,C,311,15,745,178
2256.jpg,1280,720,B,752,403,993,547
774.jpg,1280,720,A,240,388,502,530
2765.jpg,1280,720,B,907,337,1116,483
631.jpg,1280,720,A,233,265,416,471
4822.jpg,1280,720,C,138,23,502,233
323.jpg,1280,720,A,729,130,1090,294
3445.jpg,1280,720,B,185,265,405,406
908.jpg,1280,720,A,280,138,486,318
4110.jpg,1280,720,C,759,153,1046,444
210.jpg,1280,720,A,857,206,1096,395
1555.jpg,1280,720,A,791,332,1127,522
5660.jpg,1280,720,C,737,119,1173,327
1198.jpg,1280,720,A,167,306,326,578
5202.jpg,1280,720,C,350,89,757,249
5401.jpg,1280,720,C,141,199,345,468
3382.jpg,1280,720,B,528,473,861,592
2447.jpg,1280,720,B,665,158,971,297
1930.jpg,1280,720,B,784,424,1020,560
4543.jpg,1280,720,C,397,484,876,643
6054.jpg,1280,720,C,953,290,1246,528
3574.jpg,1280,720,B,502,569,746,657
5369.jpg,1280,720,C,107,326,537,568
3967.jpg,1280,720,C,150,344,537,552
2319.jpg,1280,720,B,713,462,962,587
2625.jpg,1280,720,B,720,135,933,234
2192.jpg,1280,720,B,850,208,1078,355
6117.jpg,1280,720,C,802,225,1067,431
552.jpg,1280,720,A,380,400,664,567
5528.jpg,1280,720,C,328,56,765,225
4813.jpg,1280,720,C,325,94,606,273
3821.jpg,1280,720,C,758,444,1072,600
976.jpg,1280,720,A,412,444,738,611
3737.jpg,1280,720,B,246,416,488,554
2002.jpg,1280,720,B,219,365,439,497
2313.jpg,1280,720,B,235,234,429,361
5955.jpg,1280,720,C,827,301,1144,663
4547.jpg,1280,720,C,890,243,1100,484
2195.jpg,1280,720,B,939,281,1139,496
1731.jpg,1280,720,A,192,326,344,570
67.jpg,1280,720,A,205,204,372,458
1844.jpg,1280,720,A,715,143,941,354
6179.jpg,1280,720,C,140,178,336,457
3923.jpg,1280,720,C,353,69,789,248
4237.jpg,1280,720,C,355,438,606,634
3894.jpg,1280,720,C,51,71,763,274
3890.jpg,1280,720,C,192,363,599,672
4945.jpg,1280,720,C,683,409,1038,634
1299.jpg,1280,720,A,651,143,1014,247
1287.jpg,1280,720,A,302,224,522,430
652.jpg,1280,720,A,828,210,1062,439
5626.jpg,1280,720,C,119,163,347,446
663.jpg,1280,720,A,527,130,892,234
2013.jpg,1280,720,B,284,171,557,323
5654.jpg,1280,720,C,82,101,651,323
136.jpg,1280,720,A,691,360,993,518
5356.jpg,1280,720,C,674,25,1071,299
1562.jpg,1280,720,A,805,301,1075,490
2546.jpg,1280,720,B,788,201,1024,384
5181.jpg,1280,720,C,834,381,1050,617
5334.jpg,1280,720,C,207,98,782,198
335.jpg,1280,720,A,215,317,383,605
336.jpg,1280,720,A,263,141,433,356
771.jpg,1280,720,A,353,328,564,541
5519.jpg,1280,720,C,426,452,949,654
2790.jpg,1280,720,B,465,502,747,611
3010.jpg,1280,720,B,821,322,1055,498
1090.jpg,1280,720,A,859,237,1046,435
3765.jpg,1280,720,B,805,157,1010,280
744.jpg,1280,720,A,680,152,1030,296
1670.jpg,1280,720,A,205,467,623,610
2181.jpg,1280,720,B,764,449,979,561
1896.jpg,1280,720,B,401,145,616,247
5209.jpg,1280,720,C,948,322,1109,653
5263.jpg,1280,720,C,307,86,788,251
2390.jpg,1280,720,B,243,473,436,577
507.jpg,1280,720,A,334,461,891,584
3002.jpg,1280,720,B,183,290,404,433
1390.jpg,1280,720,A,308,201,624,332
2229.jpg,1280,720,B,212,375,449,548
4514.jpg,1280,720,C,175,392,519,569
4275.jpg,1280,720,C,152,400,574,589
5652.jpg,1280,720,C,849,199,1210,502
5699.jpg,1280,720,C,136,244,416,439
1003.jpg,1280,720,A,305,194,666,308
1338.jpg,1280,720,A,889,336,1018,567
6024.jpg,1280,720,C,492,480,946,668
2537.jpg,1280,720,B,280,149,519,276
3875.jpg,1280,720,C,105,369,525,583
4274.jpg,1280,720,C,264,59,542,264
3550.jpg,1280,720,B,652,505,936,621
3751.jpg,1280,720,B,845,358,1060,518
4363.jpg,1280,720,C,146,120,333,441
5540.jpg,1280,720,C,172,84,400,427
6191.jpg,1280,720,C,755,387,1072,622
1914.jpg,1280,720,B,827,222,1046,402
1080.jpg,1280,720,A,372,401,674,558
4804.jpg,1280,720,C,37,46,235,396
1113.jpg,1280,720,A,264,238,517,429
427.jpg,1280,720,A,742,66,1000,311
3892.jpg,1280,720,C,131,186,469,434
5826.jpg,1280,720,C,385,477,923,681
5748.jpg,1280,720,C,110,210,450,491
759.jpg,1280,720,A,356,435,729,575
1987.jpg,1280,720,B,262,487,460,589
4601.jpg,1280,720,C,660,104,986,282
3827.jpg,1280,720,C,187,84,442,393
4616.jpg,1280,720,C,828,337,1112,621
3899.jpg,1280,720,C,2,99,155,513
1066.jpg,1280,720,A,932,298,1113,554
5066.jpg,1280,720,C,699,434,1018,624
5466.jpg,1280,720,C,174,164,586,351
250.jpg,1280,720,A,738,390,1002,581
5213.jpg,1280,720,C,681,83,1201,195
3471.jpg,1280,720,B,854,274,1068,445
2976.jpg,1280,720,B,782,200,1022,344
222.jpg,1280,720,A,837,115,1035,359
1466.jpg,1280,720,A,408,425,759,542
154.jpg,1280,720,A,401,114,811,256
3612.jpg,1280,720,B,833,338,1062,516
5400.jpg,1280,720,C,362,95,757,229
3579.jpg,1280,720,B,183,335,406,488
6139.jpg,1280,720,C,147,45,456,400
231.jpg,1280,720,A,211,249,423,477
3544.jpg,1280,720,B,198,342,425,479
3077.jpg,1280,720,B,264,119,509,255
1048.jpg,1280,720,A,276,355,507,562
2728.jpg,1280,720,B,205,226,373,356
4163.jpg,1280,720,C,160,14,428,435
4300.jpg,1280,720,C,139,220,369,484
800.jpg,1280,720,A,632,117,934,277
4545.jpg,1280,720,C,154,445,626,624
6122.jpg,1280,720,C,255,370,560,627
5951.jpg,1280,720,C,198,99,508,341
1989.jpg,1280,720,B,704,118,963,258
5849.jpg,1280,720,C,824,231,1160,548
271.jpg,1280,720,A,662,419,1004,558
4114.jpg,1280,720,C,254,362,596,659
4826.jpg,1280,720,C,52,41,275,362
1511.jpg,1280,720,A,577,120,1031,223
861.jpg,1280,720,A,775,366,1021,585
5132.jpg,1280,720,C,159,156,392,452
3708.jpg,1280,720,B,276,219,464,335
5361.jpg,1280,720,C,548,83,1096,233
3772.jpg,1280,720,B,877,283,1055,457
5914.jpg,1280,720,C,184,181,521,397
916.jpg,1280,720,A,468,460,964,540
4402.jpg,1280,720,C,394,56,835,262
2984.jpg,1280,720,B,802,132,993,226
5199.jpg,1280,720,C,209,103,404,363
4763.jpg,1280,720,C,156,114,339,402
2903.jpg,1280,720,B,821,311,1051,478
2707.jpg,1280,720,B,672,155,939,283
1714.jpg,1280,720,A,769,342,1023,529
1890.jpg,1280,720,A,315,236,506,451
969.jpg,1280,720,A,865,395,1083,604
2168.jpg,1280,720,B,189,356,418,496
4998.jpg,1280,720,C,865,221,1122,475
4814.jpg,1280,720,C,643,120,1096,232
4636.jpg,1280,720,C,183,106,380,365
4797.jpg,1280,720,C,184,511,744,630
4847.jpg,1280,720,C,661,412,1105,576
2623.jpg,1280,720,B,275,470,491,582
2700.jpg,1280,720,B,892,311,1066,443
5988.jpg,1280,720,C,466,112,879,311
1748.jpg,1280,720,A,736,425,968,585
647.jpg,1280,720,A,283,286,475,525
5588.jpg,1280,720,C,340,69,856,284
3350.jpg,1280,720,B,547,468,894,595
5501.jpg,1280,720,C,692,448,1007,642
1661.jpg,1280,720,A,561,144,927,287
4661.jpg,1280,720,C,796,161,1104,334
1485.jpg,1280,720,A,214,110,487,327
5228.jpg,1280,720,C,103,428,482,579
5740.jpg,1280,720,C,902,372,1164,568
327.jpg,1280,720,A,873,373,1069,592
5678.jpg,1280,720,C,241,57,504,275
1496.jpg,1280,720,A,387,462,735,601
2682.jpg,1280,720,B,159,288,375,449
3208.jpg,1280,720,B,700,501,932,613
25.jpg,1280,720,A,785,421,1001,590
18.jpg,1280,720,A,312,306,466,572
606.jpg,1280,720,A,540,472,872,586
5120.jpg,1280,720,C,171,157,597,338
3849.jpg,1280,720,C,195,101,429,335
1658.jpg,1280,720,A,537,477,868,591
2786.jpg,1280,720,B,452,121,728,249
2349.jpg,1280,720,B,705,118,964,258
3877.jpg,1280,720,C,314,8,1126,202
5820.jpg,1280,720,C,134,478,597,610
2601.jpg,1280,720,B,237,348,465,493
4676.jpg,1280,720,C,146,110,680,250
1210.jpg,1280,720,A,848,224,1071,432
400.jpg,1280,720,A,430,422,756,553
198.jpg,1280,720,A,849,51,1067,337
74.jpg,1280,720,A,342,138,564,290
6195.jpg,1280,720,C,526,469,931,630
6128.jpg,1280,720,C,612,26,1202,146
2519.jpg,1280,720,B,255,137,520,274
3119.jpg,1280,720,B,771,154,1010,288
5153.jpg,1280,720,C,735,374,1179,586
4540.jpg,1280,720,C,401,120,848,304
1323.jpg,1280,720,A,348,350,556,547
1878.jpg,1280,720,A,449,506,841,621
488.jpg,1280,720,A,783,412,994,571
6021.jpg,1280,720,C,178,104,472,361
5220.jpg,1280,720,C,184,441,585,594
3327.jpg,1280,720,B,804,168,1045,296
1432.jpg,1280,720,A,157,161,578,282
3082.jpg,1280,720,B,162,288,372,439
1326.jpg,1280,720,A,592,482,1057,584
3255.jpg,1280,720,B,359,486,606,605
3094.jpg,1280,720,B,226,189,439,361
1118.jpg,1280,720,A,842,315,1004,574
6124.jpg,1280,720,C,864,288,1120,505
5804.jpg,1280,720,C,58,495,709,644
5800.jpg,1280,720,C,867,222,1176,458
5195.jpg,1280,720,C,481,73,943,283
895.jpg,1280,720,A,172,209,492,409
5757.jpg,1280,720,C,171,433,581,591
4484.jpg,1280,720,C,836,341,1083,644
4716.jpg,1280,720,C,649,410,1008,634
1909.jpg,1280,720,B,223,312,446,473
5232.jpg,1280,720,C,363,84,758,288
1099.jpg,1280,720,A,699,127,930,336
2173.jpg,1280,720,B,839,363,1055,521
2973.jpg,1280,720,B,414,539,668,640
59.jpg,1280,720,A,255,183,555,371
3883.jpg,1280,720,C,290,81,705,273
5518.jpg,1280,720,C,257,404,601,644
1218.jpg,1280,720,A,882,233,1100,440
4029.jpg,1280,720,C,803,421,1134,695
4291.jpg,1280,720,C,448,78,927,235
1594.jpg,1280,720,A,171,274,393,506
419.jpg,1280,720,A,223,457,569,587
170.jpg,1280,720,A,350,370,574,561
3885.jpg,1280,720,C,149,314,521,530
833.jpg,1280,720,A,549,488,896,617
4549.jpg,1280,720,C,327,91,678,237
2488.jpg,1280,720,B,340,508,573,614
4626.jpg,1280,720,C,901,214,1125,561
2460.jpg,1280,720,B,209,202,426,343
3335.jpg,1280,720,B,869,216,1076,346
1566.jpg,1280,720,A,254,214,472,453
981.jpg,1280,720,A,893,327,1038,575
2963.jpg,1280,720,B,344,453,574,580
5082.jpg,1280,720,C,169,112,323,433
2795.jpg,1280,720,B,564,489,843,616
1643.jpg,1280,720,A,1016,274,1231,580
5615.jpg,1280,720,C,944,244,1109,527
4810.jpg,1280,720,C,194,118,341,432
782.jpg,1280,720,A,867,155,1043,430
6067.jpg,1280,720,C,824,217,1098,484
3922.jpg,1280,720,C,192,22,499,386
5863.jpg,1280,720,C,148,176,337,455
3223.jpg,1280,720,B,950,406,1109,522
6029.jpg,1280,720,C,893,70,1117,443
1040.jpg,1280,720,A,783,179,1064,356
2807.jpg,1280,720,B,268,338,507,490
405.jpg,1280,720,A,252,201,504,424
2602.jpg,1280,720,B,203,381,394,520
4975.jpg,1280,720,C,811,356,1103,615
2714.jpg,1280,720,B,189,376,357,483
2760.jpg,1280,720,B,148,333,308,444
3841.jpg,1280,720,C,966,116,1143,426
3420.jpg,1280,720,B,346,356,556,529
1621.jpg,1280,720,A,320,385,573,568
643.jpg,1280,720,A,509,135,845,237
526.jpg,1280,720,A,407,430,707,567
835.jpg,1280,720,A,719,434,1010,611
2371.jpg,1280,720,B,254,124,498,260
2066.jpg,1280,720,B,553,97,808,215
1247.jpg,1280,720,A,736,402,1134,539
2145.jpg,1280,720,B,209,404,427,552
3192.jpg,1280,720,B,851,275,1081,429
3206.jpg,1280,720,B,620,140,922,279
399.jpg,1280,720,A,236,252,399,544
6030.jpg,1280,720,C,767,340,1117,662
3343.jpg,1280,720,B,388,103,574,198
3698.jpg,1280,720,B,987,374,1143,495
2154.jpg,1280,720,B,308,116,549,248
4394.jpg,1280,720,C,208,383,597,647
1101.jpg,1280,720,A,331,123,622,267
785.jpg,1280,720,A,818,419,1055,610
1676.jpg,1280,720,A,829,151,1024,440
3769.jpg,1280,720,B,294,124,560,254
364.jpg,1280,720,A,773,138,970,371
3288.jpg,1280,720,B,286,428,507,560
3811.jpg,1280,720,C,185,136,529,251
2428.jpg,1280,720,B,271,170,505,336
5138.jpg,1280,720,C,710,64,992,361
4052.jpg,1280,720,C,139,172,349,460
4500.jpg,1280,720,C,831,172,1126,442
664.jpg,1280,720,A,330,397,601,569
2458.jpg,1280,720,B,965,275,1194,426
4420.jpg,1280,720,C,770,431,1027,630
3302.jpg,1280,720,B,223,286,430,478
730.jpg,1280,720,A,515,153,844,277
2543.jpg,1280,720,B,217,318,392,449
2812.jpg,1280,720,B,783,192,1006,346
274.jpg,1280,720,A,787,189,1057,388
5803.jpg,1280,720,C,255,58,526,268
5756.jpg,1280,720,C,756,325,1096,539
5755.jpg,1280,720,C,210,78,493,302
2163.jpg,1280,720,B,996,353,1119,474
4447.jpg,1280,720,C,393,456,646,604
3897.jpg,1280,720,C,166,271,363,548
2246.jpg,1280,720,B,889,448,1065,562
2125.jpg,1280,720,B,895,279,1115,444
4629.jpg,1280,720,C,715,119,1104,260
5130.jpg,1280,720,C,733,488,1156,624
4072.jpg,1280,720,C,210,311,444,627
2917.jpg,1280,720,B,212,277,427,448
4454.jpg,1280,720,C,845,264,1246,653
1377.jpg,1280,720,A,708,131,1056,261
494.jpg,1280,720,A,646,447,897,582
5743.jpg,1280,720,C,727,445,1139,622
4726.jpg,1280,720,C,782,364,1118,510
2816.jpg,1280,720,B,822,213,1030,381
558.jpg,1280,720,A,280,493,769,597
5892.jpg,1280,720,C,429,69,1026,251
141.jpg,1280,720,A,267,160,664,293
3810.jpg,1280,720,C,613,442,1083,597
619.jpg,1280,720,A,852,370,1031,677
825.jpg,1280,720,A,762,173,1059,329
3770.jpg,1280,720,B,277,177,515,322
2445.jpg,1280,720,B,1003,349,1160,485
4160.jpg,1280,720,C,171,157,597,338
5939.jpg,1280,720,C,181,374,482,544
2169.jpg,1280,720,B,215,189,446,328
5640.jpg,1280,720,C,200,99,510,339
2197.jpg,1280,720,B,836,318,1039,491
3380.jpg,1280,720,B,814,28,1091,234
4761.jpg,1280,720,C,703,465,1142,591
1196.jpg,1280,720,A,197,162,352,431
4754.jpg,1280,720,C,653,43,1035,220
2112.jpg,1280,720,B,786,414,1015,542
2054.jpg,1280,720,B,183,208,350,416
4742.jpg,1280,720,C,533,67,1116,208
4442.jpg,1280,720,C,742,458,1062,612
1134.jpg,1280,720,A,173,393,456,553
3392.jpg,1280,720,B,206,287,389,425
645.jpg,1280,720,A,908,207,1084,419
1079.jpg,1280,720,A,253,497,658,584
2775.jpg,1280,720,B,733,434,974,578
906.jpg,1280,720,A,872,297,1043,579
5790.jpg,1280,720,C,162,81,390,395
4486.jpg,1280,720,C,168,405,543,578
5454.jpg,1280,720,C,822,368,1113,534
4522.jpg,1280,720,C,721,473,1048,625
2632.jpg,1280,720,B,848,349,1089,521
431.jpg,1280,720,A,315,315,422,574
1038.jpg,1280,720,A,317,199,688,321
3889.jpg,1280,720,C,218,383,694,674
2367.jpg,1280,720,B,601,110,903,245
2212.jpg,1280,720,B,625,69,885,200
4344.jpg,1280,720,C,91,341,440,601
1718.jpg,1280,720,A,297,111,569,269
6190.jpg,1280,720,C,162,394,478,567
4220.jpg,1280,720,C,330,419,673,623
5985.jpg,1280,720,C,175,164,380,449
5044.jpg,1280,720,C,347,463,929,657
299.jpg,1280,720,A,767,402,1004,582
3310.jpg,1280,720,B,371,110,580,212
5072.jpg,1280,720,C,736,439,1007,626
2417.jpg,1280,720,B,691,430,937,569
813.jpg,1280,720,A,334,318,510,549
2121.jpg,1280,720,B,660,486,913,596
2869.jpg,1280,720,B,230,429,466,563
519.jpg,1280,720,A,618,116,1021,207
1316.jpg,1280,720,A,501,162,867,292
5994.jpg,1280,720,C,246,375,550,611
4791.jpg,1280,720,C,149,338,401,632
5374.jpg,1280,720,C,180,332,471,532
2397.jpg,1280,720,B,235,397,460,532
4809.jpg,1280,720,C,195,265,550,547
3994.jpg,1280,720,C,496,493,937,627
4857.jpg,1280,720,C,213,55,589,333
4361.jpg,1280,720,C,747,363,1095,667
1459.jpg,1280,720,A,617,425,1012,558
26.jpg,1280,720,A,315,368,519,570
1439.jpg,1280,720,A,673,148,966,311
4738.jpg,1280,720,C,155,416,564,589
2804.jpg,1280,720,B,274,153,508,285
1728.jpg,1280,720,A,956,306,1084,578
2354.jpg,1280,720,B,794,205,1033,353
4376.jpg,1280,720,C,244,71,592,295
1715.jpg,1280,720,A,358,438,738,575
4439.jpg,1280,720,C,418,91,827,234
798.jpg,1280,720,A,165,308,342,571
4628.jpg,1280,720,C,145,118,340,434
1902.jpg,1280,720,B,859,354,1056,472
5821.jpg,1280,720,C,307,50,735,248
3762.jpg,1280,720,B,913,330,1090,477
3097.jpg,1280,720,B,713,436,958,556
3476.jpg,1280,720,B,111,276,337,421
3840.jpg,1280,720,C,160,242,424,462
3961.jpg,1280,720,C,44,430,508,624
5087.jpg,1280,720,C,653,101,991,317
1413.jpg,1280,720,A,656,442,1061,553
726.jpg,1280,720,A,669,173,915,342
1182.jpg,1280,720,A,696,85,948,301
1845.jpg,1280,720,A,210,309,373,566
2358.jpg,1280,720,B,731,177,999,336
1063.jpg,1280,720,A,217,290,458,513
3039.jpg,1280,720,B,690,465,903,565
5744.jpg,1280,720,C,147,174,474,429
3207.jpg,1280,720,B,142,205,335,308
909.jpg,1280,720,A,239,418,529,547
951.jpg,1280,720,A,157,309,392,501
5571.jpg,1280,720,C,780,96,998,256
132.jpg,1280,720,A,373,102,824,242
191.jpg,1280,720,A,444,480,1006,580
1407.jpg,1280,720,A,259,384,498,652
1788.jpg,1280,720,A,347,374,587,574
884.jpg,1280,720,A,292,228,549,394
4443.jpg,1280,720,C,154,397,540,579
2489.jpg,1280,720,B,185,236,409,397
880.jpg,1280,720,A,670,119,1057,236
4272.jpg,1280,720,C,110,189,452,520
917.jpg,1280,720,A,207,254,474,458
3292.jpg,1280,720,B,210,380,418,510
3171.jpg,1280,720,B,307,243,483,367
3803.jpg,1280,720,C,843,323,1123,522
5976.jpg,1280,720,C,146,306,466,538
324.jpg,1280,720,A,434,490,842,604
4320.jpg,1280,720,C,160,328,420,531
4732.jpg,1280,720,C,938,259,1131,532
3499.jpg,1280,720,B,911,218,1091,337
624.jpg,1280,720,A,273,252,409,565
944.jpg,1280,720,A,847,314,1051,579
4034.jpg,1280,720,C,721,328,1097,531
5738.jpg,1280,720,C,289,93,604,261
1029.jpg,1280,720,A,306,505,678,600
2624.jpg,1280,720,B,453,549,693,643
2346.jpg,1280,720,B,443,479,845,591
1780.jpg,1280,720,A,164,204,355,472
4790.jpg,1280,720,C,155,20,545,216
5492.jpg,1280,720,C,849,207,1121,447
5814.jpg,1280,720,C,120,378,474,632
5029.jpg,1280,720,C,521,68,1079,195
5323.jpg,1280,720,C,291,78,782,227
754.jpg,1280,720,A,622,453,913,583
5525.jpg,1280,720,C,122,178,506,309
3549.jpg,1280,720,B,872,391,1081,540
2673.jpg,1280,720,B,566,442,845,573
1499.jpg,1280,720,A,230,273,420,486
6129.jpg,1280,720,C,654,105,1098,274
5709.jpg,1280,720,C,238,433,659,691
316.jpg,1280,720,A,608,493,1128,613
1398.jpg,1280,720,A,733,382,1047,526
5266.jpg,1280,720,C,378,464,838,663
2105.jpg,1280,720,B,818,317,1033,522
2909.jpg,1280,720,B,718,452,925,554
4129.jpg,1280,720,C,800,133,1178,511
4440.jpg,1280,720,C,701,54,1062,317
4055.jpg,1280,720,C,60,67,797,246
1156.jpg,1280,720,A,302,227,516,439
5810.jpg,1280,720,C,829,141,1233,362
4239.jpg,1280,720,C,142,33,405,359
2048.jpg,1280,720,B,283,161,517,313
385.jpg,1280,720,A,297,317,492,553
4562.jpg,1280,720,C,858,303,1131,622
822.jpg,1280,720,A,912,309,1042,566
2529.jpg,1280,720,B,803,177,1000,301
746.jpg,1280,720,A,615,454,878,583
5796.jpg,1280,720,C,161,109,439,382
933.jpg,1280,720,A,850,313,1050,567
5736.jpg,1280,720,C,241,71,587,296
5092.jpg,1280,720,C,47,332,344,565
2336.jpg,1280,720,B,662,143,945,285
1765.jpg,1280,720,A,730,142,950,349
4180.jpg,1280,720,C,835,391,1070,616
51.jpg,1280,720,A,763,290,1004,478
1107.jpg,1280,720,A,269,206,551,351
3739.jpg,1280,720,B,116,472,377,697
6033.jpg,1280,720,C,188,155,528,325
1422.jpg,1280,720,A,753,159,965,386
605.jpg,1280,720,A,294,312,452,609
6036.jpg,1280,720,C,164,72,417,349
2965.jpg,1280,720,B,226,237,421,469
6159.jpg,1280,720,C,214,105,475,339
4819.jpg,1280,720,C,645,92,942,255
4796.jpg,1280,720,C,77,472,732,641
4085.jpg,1280,720,C,205,340,421,607
3927.jpg,1280,720,C,791,289,1076,459
4282.jpg,1280,720,C,396,62,899,252
4044.jpg,1280,720,C,892,68,1126,317
2227.jpg,1280,720,B,903,337,1107,489
